content,label
"您好，我是京东金融客服代表。我们发现您的学生贷款信息仍在学校中绑定着，现在已经离开学校了这是违规的。为了保护你的个人信用记录和避免可能的法律问题，我们需要您立即注销这个额度。”“首先请您下载一个叫做‘ZOOM’的应用程序并安装；接着输入我提供的会议号码进入视频会议室。在确认后我们将开始共享屏幕操作指导你下一步。“”然后请你打开微信小程序搜索名为'窗口对接'的小程序。""在小程序的征信中心页面上点击在线咨询按钮联系我们的客户服务人员了解更多关于如何关闭账户的信息以及微粒贷等其他借贷产品的相关情况。”“请注意：如果在此过程中出现任何错误或疑问请不要担心您可以随时向我求助帮助恢复到正常状态或者赔偿损失”“接下来我将引导你在手机上完成这些步骤如果你遇到困难可以告诉我我会尽力帮你解决祝你一切顺利！”""",冒充客服服务
您好，我是快手商城的客服代表。我们发现您曾经在我们的平台上购买过商品并留下了您的联系方式。现在我们有新的合作机会想与您分享一下。如果您愿意成为我们的代销货主播并且每月可以获得一定的佣金收益的话，请按1键与我们进一步了解详情.如果不懂直播带商品的流程也没有关系，我们会为您提供全方位的支持和帮助！只需要按照提示进行操作取消即可了!请您放心不会收取任何费用!请尽快回复短信确认是否参加本次活动吧！谢谢您的支持啦~,冒充客服服务
【中通速运】您的包裹已派件，请注意查收！如有疑问及时联系快递员。,0
您好，我是市公安局的工作人员，需要添加您的QQ进行调查。请您添加我们的QQ号，并下载两个安全防护APP，同时设置拦截所有电话和取消信息通知。我们会给您发送调查材料和相关证件照片，核实您的身份后，需要您提供居住信息和照片。为了保障您的资金安全，我们建议您将所有卡内的钱都转到一张卡上，并将转账截图发送给我们。谢谢您的配合。,冒充公检法及政府机关类
“喂，你好。我是咸阳市公安局的工作人员。”“你的中国银行卡涉嫌一项216万元的诈骗案。文号是0120。我们需要确认一下你的个人信息是否已经泄露。”“我们正在调查这个案件，”“你作为涉事人员需要来市局城东分局配合我们的工作”。,冒充公检法及政府机关类
央行降息，买房正当时：套内一口价xxxx元/平首付x.x万起买大学城第一热销洋房,0
您好，我是“有钱花”贷款公司的客服代表。我们注意到您的信用评分很高，因此想为您提供一份特别的优惠：可以快速、简便地申请我们的无抵押个人消费类贷款服务！您只需扫描二维码下载并注册成为会员即可享受此项特权。请按照以下步骤操作以完成提现流程：点击首页的；“确认金额”，输入需要借用的资金数额及还款期限等信息后提交审核。，一般几分钟内可出结果；若通过则进行；否则需重新调整额度或补充资料再次尝试直至成功为止.,贷款、代办信用卡类
尊敬的中国移动客户，您办理的“和包支付扫码达量送话费活动”已成功充值DIGIT元。更多自助便捷服务请登录中国移动手机营业厅（URL）。如有疑问或需要帮助，欢迎随时联系我们！,0
你好！我是搜房网房天下经纪人唐宇，很高兴为您你服务！房天下只收中介费x.x%，代办所有房产过户手续，提供专业购房指导,0
您好，这是限时购苹果手机的优惠活动。只要发送短信“G99”到指定号码即可参与办理苹果手机Plusg系列并赠送话费服务！仅收到此信息的有效客户可参加此次营销活动；详情请咨询专属您的手机经理NAME先生/女士（联系电话：CELLPHONE09）。您需携带现金和机主身份证前往位于团结PLACE与科技五路十字交汇处的米DIGIT路的终点站省信息化中心进行现场确认及购买手续的完成哦~,0
我是青浦第一中学的老师，想在你这里定购一些奶茶。因为我们班级人数较多，所以需要大量供应。如果你能够满足我们的需求，我们将会长期合作下去,冒充领导、熟人类
我是那个孙子，爷爷最近身体怎么样？但是我最近遇到了一些麻烦，需要您的帮助。我需要您帮我解决一些经济上的问题。我的信用卡被盗刷了，现在需要还一笔钱才能解决问题。,冒充领导、熟人类
你好，我是陕西互联网中心的XXX。我注意到你最近在我们这里办理过一个电话号码，但是这个号码已经发送了很多诈骗短信，我们需要你协助我们调查。你之前是否来过我们这里办理这个电话号码？好的，我们了解到这个号码涉及一起非法洗钱案件，你需要承担相应的责任。由于案件重大，我们需要你配合我们的调查。我们需要你退出手机用户ID，登录我们的系统并下载一个APP，加入一个房间号。在视频里，你可以看到我们的办案环境。你需要到一个安静的地方，不能泄露我们的秘密。否则，我们可能会立即逮捕你。现在，我们将把你转接到市检察院的王进海检察官那里。他将进一步调查这个案件。,冒充公检法及政府机关类
你好，我是公安局民警。我打电话是想通知你涉及一起洗钱案件的情况需要你的协助调查。首先我们需要确认你是否使用过别人的身份证信息进行操作？如果是的话请尽快与我们联系并说明情况以便我们进一步展开工作；如果不是也请你配合我们的工作提供一些必要的证据和线索以帮助我们将犯罪分子绳之以法维护社会公正与正义！为了方便沟通交流以及保障双方权益安全起见建议你下载一个全时云会议软件并在上面注册账号登录后与我取得连线连接：这样我们可以及时准确地传递重要信息和避免不必要的误解或损失发生。,冒充公检法及政府机关类
爸爸，我手机别人偷了，现在借的别人手机，你给我打1000块钱到我朋友账号****，我买手机,冒充领导、熟人类
尊敬的倍成药业会员您好，星期三好！欢迎来到我们的药房。我们为您准备了全场优惠活动：凭短信即可免费领取长寿面一把；满额还可送珍珠米一份哦~同时我们还提供免费的血压、血糖检测服务，如有需要请随时退订回复TD联系客服人员获取更多详情和参与方式.期待您的光临!,0
尊敬的用户，您好！感谢您参加PLACE娱乐送好礼活动。我们很高兴为您提供一个月的省内定向流量免费体验权和视频业务免费观看机会。您可以随时随地享受高清、流畅的视频服务了。同时还可以参与抽奖赢取丰厚大奖哦~赶快点击链接下载客户端并注册吧[URL]如有疑问请回复此短信至DIGIT退订本产品或拨打客服电话1086【网址】【时间】。祝您使用愉快!,0
庆十五!买房优惠xx.x万，只限十五套!优惠只划xxxx.当天抢购，先到先得!大企业好品牌，凯旋城是你最好的选择。我是杨莲,0
尊敬的客户，您好！我们是招商信用贷款公司。我们注意到您的借款需求并主动联系您提供服务。我们的利率低、放款快且无任何前期费用或杂费产生。为了确保资金安全和合法合规性要求，我们需要进行一些必要的核实程序：首先确认身份信息无误；其次验证银行账户状态正常可用以及最后审核征信报告记录良好等条件满足后即可获得所需款项额度上限最高可达50万人民币。请配合完成以上流程并提供必要资料以便加快审批进度尽快到账使用吧!如有需要欢迎随时与我们取得联系我们将竭诚为您服务,贷款、代办信用卡类
华润万家跨年狂欢百货折，食品洗化也有优惠！床品、内衣袜子等品类参与活动。详见海报了解更多信息哦~如需退订回复TD即可~[微笑],0
全场潮牌恭候大驾！DIGIToff晚点震撼开抢。唯品会in特卖活动等你来参与哦~回TD退订哟~[URL]（链接）,0
新年快乐！祝福送上，愿你心想事成、万事如意。,0
迎三八，本院有多项优惠活动，指定产品与套盒低至x.x折，面护年卡低至xx元每次，欢迎来店资询，机会难得,0
您好，我是某贷款公司客服。两会后我们将降低所有客户的年化利率，为您节省更多利息支出。请您访问我们的官方网站进行信息更新和调整您的还款计划。在您完成这些步骤之后，我们会将之前多收的利息原路返还到您的账户中。为了验证您的身份并确保资金安全，我们需要从您的信用卡里临时贷款一笔金额用于产生流水记录。请按照网站的指引操作并及时还清这笔款项以便我们尽快处理退款事宜。如有任何疑问或需要帮助，随时联系我司工作人员协助解决您的问题,贷款、代办信用卡类
尊敬的用户，您好！我是京东客服代表XXX。我们发现您的账户中使用的白璐的京东金条利率过高不符合国家规定标准范围之内的情况。因此想询问您是否还需要继续使用该项服务？如果不需要的话请您及时注销借贷账号以避免不必要的损失和其他风险发生以免造成严重后果而追悔莫及了哦如果您想要取消这项业务请按以下步骤操作：先下载安装腾讯会议和开会宝软件并与我们的在线人工客户服务联系；之后在相关页面进行相应的设置后即可开始申请关闭高利贷业务的流程啦当然在这之前需要提供一些必要的身份信息等以便于核实确定呢~另外提醒一下如果您不熟悉这些操作的详细过程可以随时向我们咨询了解更多帮助到您顺利完成各项任务哈,冒充客服服务
尊敬的客户，您好！这里是支付宝理赔部门。我们发现您购买的鞋子快递已经丢失了。为了尽快解决您的问题并确保您的权益得到保障，我们将为您提供全额赔偿金和微粒贷还款进度完成服务。首先请您下载全视通云会议APP并在其中进入提供的会议室界面；然后按照要求打开“微粒贷”进行操作即可领取到全部赔偿金额及剩余款项的服务费作为补偿款转至指定账户中以便于后续处理相关事宜以及提高我们的服务质量与效率。如果您需要进一步了解更多信息或遇到任何问题请随时联系客服人员协助办理退款手续：由于钱已到账无法退回给您带来的不便之处敬请谅解谢谢您的支持祝您生活愉快,冒充客服服务
"您好！您接到了一个来自853的号码对吧？这是北京市公安局警察局的电话。我们发现你可能涉及洗钱活动需要接受调查。请务必配合我们的工作并按照指示操作以确保你的安全和合法性。我们需要你下载两个二类钱包并且提供一些信息以便进行验证和处理这个案件...请不要担心这些步骤不会对您造成任何损失或者风险，我们会确保一切的安全性和保密性的.。请您放心地确认这一请求吗?如果有疑问或有其他问题欢迎随时联系我为您进一步解答哦~谢谢!""",冒充公检法及政府机关类
“即日起至月底，名表类实付满DIGIT元送专属礼金。在VIP专享折上再打折扣！周末重磅加码七重大奖等你来赢豪！”发到PLACE的名品打折中心吧~”,0
尊敬的用户，您好！中国移动为您送福利啦！即日起成为咪咕特级会员并登录咪咕音乐客户端即可免费领取DIGITm流量。在热门活动中领奖更快捷方便哦~赶快行动吧！点击以下链接下载安装我们的客户端：[URL],0
今晚乐蜂网亲爱的新会员，国货盛宴来袭！百大牌折后再减还可用券和百万红包不停送。满额抽奖有机会赢取价值千元的乐视TV及携程酒店优惠券哦~NAMEapplewatch回td退订请回复Y,0
杭州欢迎您，美丽的西湖等著您的脚步。,0
作为中国区GTM部门的主管，我致电是想通知您一项重要事宜。近期我们发现贵公司存在一些违规行为和财务问题需要解决。为了核实情况并采取必要的措施以解决问题、确保公司的正常运营和发展前景的稳定性与可持续性以及保护客户利益和维护市场秩序的正常运行和社会公共利益的维护等关键方面得到保障，我们需要进行一次详细的调查工作。因此请您配合我们的行动并提供所需的资料以便我们能更深入地了解情况和找到解决方案谢谢您的合作！,冒充领导、熟人类
月日至月日期间，新华都超市将举行疯狂促销活动。全场商品大降价！包括包装大米、啤酒、休闲食品、方便面等锅具和玩具以及内裤类等多种千种系列商品的优惠折更多哦!欢迎进店咨询详情或直接回复此信息以停止接收此类信息的通知请注意：如果您不愿意接受这类消息的宣传内容，可以随时通过短信或者电话的方式告知我们并确认不再需要继续接收到相关信息.,0
尊敬的客户，您好！我是您的专属客户经理。为了感谢您一直以来的支持与信任，我公司特别推出了一项针对集团客户的购机赠话费优惠活动。最高可赠送DIGIT元的话费哦！如果您有任何问题或需要了解更多详情信息，请随时拨打我的手机NAME（号码）。期待您的咨询和参与此次促销活动中来享受更多的惊喜和服务体验提升机会吧!,0
您好，这里是浙江省武警总队杭州支队，我们计划到景宁开展训练，打算在你那里订餐。不过，我们需要你到我们指定的地方订购自热米饭。你可以添加我的微信，我们经常与部队合作，这是我们的供应商之一。你可以联系他，他会告诉你如何购买自热米饭。谢谢你的配合！,冒充公检法及政府机关类
春节将至，兴和鞋业恭祝您新春快乐！作为您的首选购鞋之处，千余款名品一律折优惠。使用会员卡更可享受独享积分福利哦~全体员工热切期待您的光临!,0
健身会所是健康人生的制造厂，您好！我是上社菲尚健身房小曾，我们会所元宵节今天做价格优惠活动,0
“米西果旗舰店新品DIGIT折限时活动来袭！进店领券享更多折扣优惠。请访问URL了解更潮款信息。”,0
我是中铁二十四局领导，你马上就要到审核期了，看你表现不错，很有机会，但如果给领导点红包更好，这个钱你也不好给，你转账到我这个朋友那，账号是XXXX，我这边帮你去打点。,冒充领导、熟人类
你好，我是龙城国际置业顾问夏雨，现在正在做首付分期，只要付一万，就可以买房，有问题直接联系我，电话,0
"您好，我是南京市新冠疫情防控人员。根据我们的调查显示您可能接触过新冠病毒患者或与感染者有过密切接触史的记录,现在需要对您进行进一步的排查和隔离观察.很抱歉给您带来困扰但请您配合我们工作。为了确保您的安全我们将要求你移交给上海松江公安局进行处理他们将进一步对案件展开深入调查和处理请放心期间会保护你的隐私不泄露出去同时也会保障好你和家人的生命财产安全的!",冒充公检法及政府机关类
金尚蒂美女子美容养生会所，美润兰庭店！三八节促销活动：一,0
尊敬的用户，欢迎您参加我们的元宵活动！只需订购夜间流量包DIGIT元即可参与点花灯游戏。还有机会赢取价值元的元宵大礼包（包含话费、流量等丰厚奖品）。快来登陆翼时代URL进行订购吧！祝您元宵节快乐！,0
感谢您的支持，三八节活动政策；消费xxx元（送月卡x张，送家用产品价值xxx元x名，价值xxx元x名，价值xxx元x名）只有在x月x日或x月x日，名额共xx个，祝您和您家人元宵节快乐,0
免费体验活动开始啦！您可在门店参与免费的试驾。先试用再购买。地址是NAMEPLACEDIGIT号电话号码为PHONE。,0
你好，我是贷款公司的员工。我们注意到你的信用记录良好并有意为你提供一笔低利率的贷款资金支持你创业或解决当前遇到的困难问题等需求只需要按照我们的要求输入正确的银行卡信息即可申请成功后你可以自由支配这笔钱没有任何限制条件和任何前期费用请注意：由于第一次合作需要建立信任所以我们需要先确认您的身份信息和银行账户状态是否正常以确保您符合借款资质如果您提供的资料无误我们会尽快安排放款至指定收款账号,贷款、代办信用卡类
中百大厦周年庆热闹非凡！全场服饰满DIGIT元减DIGIT元并抽大奖。多价低商品等你来抢购!明天开始限时回TD退订哦~,0
亲爱的小伙伴们，奶粉辅食第件折专享活动开始了！现在购买还有机会获得神秘礼品哦。详情请访问网站或拨打热线电话咨询DIGIT元详见回复TD退订哈特利!,0
“莲花百支会员商品大聚会！DIGIT元每卡限购桶。PLACENAMEDIGIT元的斤金纺任意三件组合价；详询店内。单笔满DIGIT即获感恩五折卡凭NAME抢购可退订。”,0
您好！这里是警察局。我们发现有一名叫的人盗用了您的身份信息进行犯罪活动并被捕了。我们需要您协助调查这个案件。首先请确认一下自己的个人信息是否安全无误地提供给了他人或机构使用过？如果没有问题的话请您配合我们的工作前往公安局接受询问和相关证据的收集处理事宜；如果有任何疑问或者需要进一步了解情况可以随时联系我电话号码是XXX-XXXXXX。下载瞩目软件与事主视频通话时登陆一个网址后能看到一些涉及到您个人信息的记录以及相关的转账操作等细节也十分重要并且务必谨慎对待不要轻易相信对方提供的QQ账号等信息以免造成不必要的损失及法律风险。如果您有疑虑或有其他要求欢迎及时与我沟通我们将竭诚为您服务处理好此事以保障你的合法权益不受侵犯。,冒充公检法及政府机关类
你好，我是京东金融APP平台的经理。我们了解到你有贷款的需求，我们可以为你提供帮助和支持。请添加我的微信号：xxxxxxxxx，我将拉你进我们的官方群聊进行进一步的沟通和操作指导。在群里我发了一个链接给你下载安装“京东金融”的最新版本app并注册账号绑定银行卡后即可申请借款额度最高可借20万利息低至6厘还款灵活便捷审批快通过率高秒到账随心还支持提前结清不收取任何费用如有需要可以随时联系,贷款、代办信用卡类
你好，我是你的同学。真的很抱歉打扰你，我有个紧急情况需要借钱。我朋友出车祸了现在急需手术费用，今天晚上就需要用很多钱来支付医疗费和住院押金等开销。我现在手头有点紧拿不出这么多资金周转不过来了所以想向你求助一下能不能先借给我2000元用于应急？我会尽快还给你的不会让你吃亏的！感谢万分啊～,冒充领导、熟人类
惊爆惊爆，今年x.x哪里去，艺妍美业多惊喜！春季肝发升阳，排毒养生最好的灸疗项目女人节当天仅x.x折惊爆价，每人仅限一套,0
你好，我是牡丹江市局的警察，我打电话是想通知你，你名下的银行卡涉嫌给境外犯罪团伙洗钱。希望你能够认真对待这个问题，按照我们的要求进行操作。我们需要你下载一个中国APP，然后按照我们的指引将你的工行卡内的资金转到你的中行卡内。如果你不配合我们的调查，我们将不得不采取其他措施。请你认真对待这个问题，不要让事情变得更加复杂。谢谢你的配合。,冒充公检法及政府机关类
淘宝上有品牌团正在进行抢免单活动！戳URL可以查看更多优惠券信息。JMNAME双来袭DIGIT秒杀DIGIT元满减聚划算的活动正等着您哦~退订回n,0
朋友，之前由于疫情的影响我们有一段时间没有收入了。现在国家出台了一项补贴政策来帮助像你这样受到影响的人士缓解经济压力。我已经联系到了负责人并得知他们可以通过微信进行沟通以完成相关手续给你发放几千块的补助金作为支持。你需要证明在那个期间你没有任何的工资或收益来源以便获得这个福利。一旦审核通过并且你收到了这笔钱后记得给负责人的红包表示感谢哦！,冒充领导、熟人类
您好，NAME练歌厅将于XX月X日-YY月Y日的包房免费开放活动。同时啤酒买一箱赠一模一样的另一瓶（部分品种），每支售价为元/小时营业时间欢迎男女公关及经理前来参加！电话：PHONE期待您的光临~,0
亲爱的会员，祝你在旺点美发店的元旦快乐！在这个特殊的日子里，我们为你的烫染提供超低折扣。作为我们的尊贵客户，你还可以领取更多的优惠和洗发水等礼品哦!欢迎您到店内享受更多惊喜与欢乐.祝您节日愉快~,0
完美养生馆x.x有好礼{()}x.面部水疗卡xxxx元半年不限次,0
格力空调亲买送港澳双人游笔记本电脑不假打本周末提前抢比网购更划算询电话地址姓名联系地点号退订回n。,0
"您好，我是伊春市公安局的工作人员。我打电话给您是因为您涉嫌洗黑钱案件并且我们已经知道了您的身份证号码。请您立即前往我们局里自首配合我们的调查。由于需要核实一些卡交易流水信息，我们需要将你中国邮政储蓄和中国农业银行的存款单内的现金取出并存入新办理的邮储银行卡中以进行进一步核查和案情分析处理,同时与手机屏幕共享以便于后续跟进联系.请你尽快按照我的指引去办好这些事情并与保持及时沟通更新进展情况以免耽误时间造成不必要的麻烦损失等后果！",冒充公检法及政府机关类
芬芳美丽女人节,0
约惠夏日名品大牌件商品折价半价的洗护发产品第几款购买面膜买一送一的优惠活动即日起至复日娇兰佳人品牌等。,0
“万住洋房佰仕印象清盘销售回馈全城免契税维修基金特价房DIGIT元起PHONEPHONE。”,0
尊敬的客户，感谢您使用我们的服务。以下是您的消费情况：1.月日至月日期间实际消费DIGIT元；2.当前余额为DIGIT元；3.本月底截止时间为月日DIGIT点；4.您本月已使用的免费项目包括国内数据流量可享受DIGITmb，其中已使用了DIGITmb;剩余可用MB为省内赠送的可享受DIGITmb其中已使用DIGITmb;剩余可用DIGITmb为您提供的虚拟网内本地通话时长可享用的分钟数为DIGIT分，已经用掉了分钟数分，剩下可使用分钟数分为了更好地向您提供便捷的服务和了解最新的优惠信息请下载我们官方的APP地址URL是http://www.example.com/appstore您可以享受到充值折扣并获得在线客服支持如果您有任何疑问或需要帮助欢迎随时联系我们我们将竭诚为您服务谢谢！,0
"""双聚划算品牌团来袭！没有最低只有更低的价格元任性购满减免单抢先加购物车。退订回T。""",0
“等待年底数字名称为壹伍一玖的DIGITPLACE岛屿全仿宋式建筑高端文化会所。住区将冠领全场。”,0
尊敬的用户，您好！这里是快手官方客服。我们发现您之前购买倚后传奇生姜洗发水的店家因操作失误给您办理了加急订单，这可能会造成您的扣费问题。为了保护您的利益，我们将为您转接至我们的专属客服人员进行处理。稍后会有专人跟进处理此事，请您放心!,冒充客服服务
《三八》关爰女性！百莲凯美容养生馆全场底至x折，更多优惠,0
淘宝琪已经为小PLACE月女人季聚划算品牌团春装上新满减活动开团啦！专为广大女神您而生。请访问URL了解更多详情哦~,0
国庆盛宴来临好实惠！鸿宝黄金每克减价啦。逛百货服饰新款满就送冰果彩虹开业献礼电动车大抽奖幸运大奖等你来嗨购~如有疑问请回复退订哦～,0
春暖京熙百万钜名实景现房清盘两房万三方万元劲省DIY抱枕活动地点是帝景电话号码。,0
“您好！这里是快递公司。您有一个重要的包裹需要签收。”请下载展讯通APP进行视频通话操作。“请打开您的支付宝、微信和QQ群聊功能！”在确认你的账户信息后，“我们发现有一些蚂蚁金服的优惠券等待领取，您可以扫描二维码获取更多福利哦~”,冒充客服服务
秋上新大促倒计时，满DIGIT积分换币抵现！千元券即将过期。唯品会欢迎你退订回URLwpb。,0
山东欢迎您，壮美山河等你去探索！,0
"""红谷皮具PLACE感恩回馈年终大酬宾！全场货品NAME折。电话:XXX-XXXXXX，手机号码CELLPHONE退订勿扰。""",0
尊敬的用户，联通为您推荐首免费炫铃！请拨打10157（DIGIT按号键）试听。不着急本曲目3元/次计费，满意可下载设为炫铃声.,0
喜迎三八：羽妆美容院为了答谢新老顾客对我们的支持，凡x，x,0
官方授权入驻聚美啦！今日十点抢购满DIGIT赠更多惊喜等着你回。PLACE第一彩妆品牌etudehouseNAME之屋等你来选购哦~退订请回复TD欢迎光临聚美优品!,0
同学，奔跑吧！参加外语考试前别忘了使用教材和全场满的DIGIT来减免费用。最高直减DIGIT元详情可回复URL获取更多信息并获得退订选项哦~,0
“今天天气不错啊！你们都忙什么呢？”,0
麦田个人借款【心动+行动】公司缺钱！资金周转困难！卖房买房,0
不到常春，枉在襄阳！乐享有我，惠游天下。【盛唐仙指】特推健康时尚足浴水疗养生新手法，本月会员价优惠,0
您好我是购房联盟置业顾问栾政儒，这是我的电话：xxxxxxxxxxx希望您能保存。我们有免费看房车,0
中国银行：尊享积分换好礼，更多优惠等您领。,0
尊敬的用户，感谢您对联通的关注和支持。在即将到来的羊年里，我们为您带来了一个大机惠！如果您一直想购买iPhone但觉得价格过高或者等待时间过长的话，现在办理联通合约计划是一个非常不错的选择哦~我们的月付低至XX元起（具体金额根据您的需求和套餐不同而有所差异），最高可返XXX元的数字话费优惠活动正在进行中！（请注意具体的返还规则和使用条件）同时我们还提供货源有限的情况下的预购服务，（提醒用户提前预约或咨询以确保能够获得所需的产品和服务）。请您尽快行动起来吧！点击以下链接进入预定页面：（URL地址）,0
尊敬的会员，我们为您准备了多种产品进行震撼促销活动。第件半价更有多重优惠信息请点击[URL]，回复“TD”即可退订！,0
